City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Daru,PG,2020-12-24 00:44:12,-9.08,143.21,85.3,71,100,1.52
305,Codrington,AU,2020-12-24 00:44:12,-38.27,141.97,58.53,62,100,9.95
306,Ekibastuz,KZ,2020-12-24 00:44:13,51.67,75.37,12.13,95,100,14.81
307,Sobolevo,RU,2020-12-24 00:44:13,54.43,31.9,29.08,99,100,9.01
308,Mashhad,IR,2020-12-24 00:41:40,36.3,59.61,32.0,69,39,4.7
309,Half Moon Bay,US,2020-12-24 00:44:13,37.46,-122.43,55.99,30,75,5.82
310,Porto Novo,BJ,2020-12-24 00:44:13,6.5,2.6,79.27,83,0,7.67
311,Miranda,CO,2020-12-24 00:44:14,3.25,-76.23,71.6,88,75,4.7
312,Pakxe,LA,2020-12-24 00:43:20,15.12,105.78,66.2,88,0,2.24
313,Oranjemund,NA,2020-12-24 00:44:14,-28.55,16.43,61.36,87,0,12.1
314,College,US,2020-12-24 00:44:14,64.86,-147.8,16.0,85,90,3.36
315,Toora-Khem,RU,2020-12-24 00:44:14,52.47,96.11,2.64,91,100,1.43
316,Allende,MX,2020-12-24 00:43:31,25.28,-100.02,82.4,34,75,9.17
317,Pevek,RU,2020-12-24 00:44:15,69.7,170.31,-5.51,88,100,0.29
318,Nouadhibou,MR,2020-12-24 00:44:15,20.93,-17.03,64.4,59,0,9.17
319,Dakar,SN,2020-12-24 00:44:15,14.69,-17.44,69.8,94,100,4.7
320,Faya,SA,2020-12-24 00:44:15,18.39,42.45,55.4,93,0,1.12
321,Yatou,CN,2020-12-24 00:44:16,37.15,122.38,35.6,79,0,9.37
322,Skelleftea,SE,2020-12-24 00:44:16,64.75,20.95,33.01,97,100,5.82
323,Barcelos,PT,2020-12-24 00:42:15,41.54,-8.62,46.0,93,0,5.82
324,Masyaf,SY,2020-12-24 00:44:16,35.07,36.34,48.2,76,0,6.93
325,Boizenburg,DE,2020-12-24 00:44:16,53.38,10.72,41.0,97,86,1.99
326,Koumac,NC,2020-12-24 00:44:17,-20.57,164.28,83.1,66,23,5.93
327,Margate,GB,2020-12-24 00:44:17,51.38,1.39,46.99,84,73,11.41
328,Cairns,AU,2020-12-24 00:43:14,-16.92,145.77,88.0,74,40,5.82
329,Agirish,RU,2020-12-24 00:44:17,61.92,63.02,-17.75,88,100,7.43
330,Itarema,BR,2020-12-24 00:44:17,-2.92,-39.92,78.91,78,100,12.88
331,Cape Canaveral,US,2020-12-24 00:44:18,28.41,-80.6,68.0,88,1,4.7
332,Necochea,AR,2020-12-24 00:44:18,-38.55,-58.74,70.21,64,28,7.02
333,Alice Springs,AU,2020-12-24 00:44:18,-23.7,133.88,59.0,100,90,11.41
334,Bilibino,RU,2020-12-24 00:44:18,68.05,166.44,-31.13,80,100,2.57
335,Banjar,ID,2020-12-24 00:44:18,-8.19,114.97,80.6,88,75,5.82
336,Kedrovyy,RU,2020-12-24 00:44:18,56.17,91.82,-4.0,83,75,7.23
337,Kaitangata,NZ,2020-12-24 00:44:19,-46.28,169.85,61.0,72,67,7.0
338,Izoplit,RU,2020-12-24 00:44:19,56.63,36.22,19.81,97,100,9.31
339,Beringovskiy,RU,2020-12-24 00:44:19,63.05,179.32,-15.97,84,15,6.26
340,Migori,KE,2020-12-24 00:44:19,-1.06,34.47,63.34,85,95,4.52
341,Varhaug,NO,2020-12-24 00:44:19,58.61,5.65,37.4,86,0,12.75
342,Lenine,UA,2020-12-24 00:44:20,45.3,35.78,32.02,96,63,2.28
343,Tateyama,JP,2020-12-24 00:44:20,34.98,139.87,57.99,54,75,17.22
344,Ayagoz,KZ,2020-12-24 00:44:20,47.97,80.44,2.3,79,0,2.17
345,Caxias,PT,2020-12-24 00:44:20,38.7,-9.28,55.0,87,20,10.29
346,Iralaya,HN,2020-12-24 00:44:20,15.0,-83.23,78.08,83,0,9.69
347,Isangel,VU,2020-12-24 00:44:20,-19.55,169.27,85.57,66,28,5.61
348,Harlingen,US,2020-12-24 00:43:15,26.19,-97.7,78.8,74,1,14.99
349,Rochelle,FR,2020-12-24 00:43:16,46.25,-1.0,51.8,71,75,26.4
350,Tadine,NC,2020-12-24 00:44:21,-21.55,167.88,80.85,65,92,6.85
351,Klaksvik,FO,2020-12-24 00:44:21,62.23,-6.59,33.8,64,91,17.22
352,Moanda,GA,2020-12-24 00:44:22,-1.56,13.22,71.2,94,99,1.12
353,San Carlos De Bariloche,AR,2020-12-24 00:41:27,-41.15,-71.31,57.2,50,0,25.28
354,Tucuma,BR,2020-12-24 00:44:22,-0.18,-50.05,77.14,86,58,5.46
355,Villarrica,PY,2020-12-24 00:44:22,-25.75,-56.43,71.38,57,0,3.87
356,Oussouye,SN,2020-12-24 00:44:23,12.48,-16.55,71.6,88,0,6.93
357,Hualmay,PE,2020-12-24 00:44:23,-11.1,-77.61,68.02,82,100,9.48
358,Lencois Paulista,BR,2020-12-24 00:44:23,-22.6,-48.8,72.0,80,0,5.01
359,Tortosa,ES,2020-12-24 00:44:23,40.81,0.52,52.0,80,52,5.01
360,Olinda,BR,2020-12-24 00:44:23,-8.01,-34.86,78.8,69,40,8.05
361,Umm Lajj,SA,2020-12-24 00:44:24,25.02,37.27,71.29,70,91,7.49
362,Arusha,TZ,2020-12-24 00:44:24,-3.37,36.68,57.2,87,40,3.65
363,Fairbanks,US,2020-12-24 00:40:33,64.84,-147.72,17.01,85,90,2.24
364,Corner Brook,CA,2020-12-24 00:42:04,48.97,-57.95,26.6,73,90,10.29
365,Guerrero Negro,MX,2020-12-24 00:44:24,27.98,-114.06,62.89,65,100,6.93
366,Martinsburg,US,2020-12-24 00:44:18,39.46,-77.96,43.0,56,1,8.05
367,Moose Factory,CA,2020-12-24 00:44:25,51.26,-80.61,17.6,85,90,14.99
368,Faanui,PF,2020-12-24 00:44:25,-16.48,-151.75,80.44,77,100,11.99
369,Talnakh,RU,2020-12-24 00:44:25,69.49,88.4,-43.6,64,7,2.24
370,Nkawkaw,GH,2020-12-24 00:44:25,6.55,-0.77,74.17,91,0,2.66
371,Yerbogachen,RU,2020-12-24 00:44:25,61.28,108.01,-27.26,85,96,3.85
372,Makakilo City,US,2020-12-24 00:44:26,21.35,-158.09,82.4,54,1,9.17
373,Sao Felipe,BR,2020-12-24 00:42:09,-14.82,-41.38,70.25,82,60,2.95
374,Praia Da Vitoria,PT,2020-12-24 00:44:26,38.73,-27.07,55.4,71,75,24.49
375,Sokoto,NG,2020-12-24 00:44:26,13.06,5.24,72.54,20,64,9.62
376,Santa Cruz Cabralia,BR,2020-12-24 00:43:55,-16.28,-39.02,78.8,74,75,8.05
377,Shiyan,CN,2020-12-24 00:44:27,32.65,110.78,41.85,63,0,3.69
378,Pacific Grove,US,2020-12-24 00:42:52,36.62,-121.92,59.0,44,1,6.64
379,Vanimo,PG,2020-12-24 00:44:27,-2.67,141.3,77.76,88,100,4.07
380,Khatanga,RU,2020-12-24 00:44:27,71.97,102.5,-26.75,85,100,9.35
381,Santa Rita,BR,2020-12-24 00:44:27,-7.11,-34.98,78.8,78,20,6.93
382,Amapa,BR,2020-12-24 00:44:27,1.0,-52.0,77.47,77,100,5.1
383,Nikki,BJ,2020-12-24 00:42:21,9.94,3.21,71.49,26,52,4.09
384,Mahebourg,MU,2020-12-24 00:44:28,-20.41,57.7,77.0,88,75,11.41
385,Geraldton,AU,2020-12-24 00:44:28,-28.77,114.6,95.0,14,0,18.34
386,Dunedin,NZ,2020-12-24 00:42:39,-45.87,170.5,59.68,69,99,16.31
387,Marovoay,MG,2020-12-24 00:44:28,-16.1,46.63,77.0,94,40,4.7
388,Ponta Delgada,PT,2020-12-24 00:44:28,37.73,-25.67,55.4,58,75,14.99
389,Vernon,CA,2020-12-24 00:44:29,50.26,-119.27,27.0,85,0,0.63
390,Ocos,GT,2020-12-24 00:44:29,14.51,-92.19,82.4,88,20,6.93
391,Pasighat,IN,2020-12-24 00:44:29,28.07,95.33,57.45,56,0,3.06
392,Jacmel,HT,2020-12-24 00:44:29,18.23,-72.53,82.4,74,40,3.36
393,Pinawa,CA,2020-12-24 00:44:29,50.15,-95.88,-11.96,89,92,9.22
394,Tilichiki,RU,2020-12-24 00:44:30,60.47,166.1,-28.21,85,12,8.7
395,San Quintin,MX,2020-12-24 00:44:30,30.48,-115.95,61.34,63,100,6.26
396,Port Hawkesbury,CA,2020-12-24 00:44:30,45.62,-61.35,27.0,79,90,13.87
397,Luoyang,CN,2020-12-24 00:44:30,34.68,112.45,37.29,65,0,4.99
398,Rivadavia,AR,2020-12-24 00:44:31,-33.19,-68.46,87.8,31,20,4.7
399,Dzaoudzi,YT,2020-12-24 00:44:31,-12.79,45.27,82.4,74,0,10.29
400,Te Anau,NZ,2020-12-24 00:44:31,-45.42,167.72,62.67,62,0,4.05
401,Qaqortoq,GL,2020-12-24 00:44:31,60.72,-46.03,33.8,86,100,3.36
402,Bignona,SN,2020-12-24 00:44:31,12.81,-16.23,68.0,88,0,6.17
403,Roma,US,2020-12-24 00:44:31,43.21,-75.46,33.8,59,1,11.41
404,Iqaluit,CA,2020-12-24 00:40:14,63.75,-68.51,-2.0,70,75,19.46
405,Sorland,NO,2020-12-24 00:44:32,67.67,12.69,38.14,97,100,13.71
406,Howard,US,2020-12-24 00:44:32,39.25,-76.93,41.0,82,100,1.01
407,Coquimbo,CL,2020-12-24 00:43:16,-29.95,-71.34,60.8,77,20,10.29
408,Mirwah,YE,2020-12-24 00:44:33,13.92,43.92,63.99,80,0,0.65
409,Derzhavinsk,KZ,2020-12-24 00:44:33,51.1,66.32,3.34,94,93,10.16
410,Alcaniz,ES,2020-12-24 00:44:33,41.05,-0.13,48.0,80,9,5.01
411,Deputatskiy,RU,2020-12-24 00:44:33,69.3,139.9,-21.95,89,100,5.53
412,Lasa,IT,2020-12-24 00:44:33,46.62,10.7,39.0,100,75,5.82
413,Kadoma,JP,2020-12-24 00:44:34,34.73,135.58,43.0,75,75,2.24
414,Sola,VU,2020-12-24 00:44:34,-13.88,167.55,89.6,75,75,5.82
415,Sovetskiy,RU,2020-12-24 00:44:34,61.36,63.58,-16.19,88,98,7.0
416,Hollola,FI,2020-12-24 00:44:34,61.05,25.43,33.01,99,100,1.01
417,Vardo,NO,2020-12-24 00:44:34,70.37,31.11,34.18,89,100,27.09
418,Goderich,CA,2020-12-24 00:44:34,43.75,-81.72,48.2,64,100,19.46
419,Sosnovka,RU,2020-12-24 00:44:35,56.26,51.28,5.67,95,90,4.29
420,Saint Anthony,US,2020-12-24 00:44:35,45.02,-93.22,16.0,78,90,20.8
421,Ingham,US,2020-12-24 00:44:35,42.6,-84.38,50.0,70,90,13.87
422,Wilmington,US,2020-12-24 00:40:38,34.23,-77.94,55.99,81,1,8.05
423,Mehamn,NO,2020-12-24 00:44:35,71.04,27.85,33.08,91,100,15.57
424,Havre-Saint-Pierre,CA,2020-12-24 00:44:35,50.23,-63.6,8.6,60,1,13.87
425,Dongsheng,CN,2020-12-24 00:44:36,39.82,109.98,9.12,81,0,11.34
426,Zaozerne,UA,2020-12-24 00:44:36,45.16,33.28,39.76,74,100,7.54
427,Acapulco,MX,2020-12-24 00:44:36,16.86,-99.89,82.4,74,20,5.82
428,Whakatane,NZ,2020-12-24 00:44:36,-37.96,176.99,69.01,91,97,5.01
429,Onokhoy,RU,2020-12-24 00:44:36,51.93,108.07,-14.8,75,36,2.75
430,Pimentel,PE,2020-12-24 00:44:36,-6.84,-79.93,69.8,73,0,19.46
431,Shigony,RU,2020-12-24 00:44:37,53.39,48.68,4.23,89,45,3.2
432,Pundaguitan,PH,2020-12-24 00:44:37,6.37,126.17,81.81,76,22,6.24
433,Agadez,NE,2020-12-24 00:44:37,19.75,10.25,56.97,47,0,12.15
434,Neuquen,AR,2020-12-24 00:44:37,-38.95,-68.06,84.2,32,0,3.36
435,Pabrade,LT,2020-12-24 00:44:37,55.0,25.78,35.01,91,90,5.82
436,Kashi,CN,2020-12-24 00:44:38,39.45,75.98,21.2,79,90,6.71
437,Jumla,NP,2020-12-24 00:44:38,29.27,82.18,36.1,50,0,5.23
438,Taoudenni,ML,2020-12-24 00:44:38,22.68,-3.98,58.93,45,0,14.32
439,Wuwei,CN,2020-12-24 00:44:38,37.93,102.64,21.99,45,0,2.35
440,Sompeta,IN,2020-12-24 00:44:38,18.93,84.6,64.02,59,0,4.63
441,Nioki,CD,2020-12-24 00:44:39,-2.72,17.68,71.29,95,58,1.59
442,Freeport,US,2020-12-24 00:44:39,40.66,-73.58,44.01,78,96,5.99
443,Inirida,CO,2020-12-24 00:44:39,3.87,-67.92,75.29,95,93,1.95
444,Kiunga,PG,2020-12-24 00:44:39,-6.12,141.29,75.43,95,98,3.78
445,Mamlyutka,KZ,2020-12-24 00:44:39,54.94,68.54,16.29,97,100,10.42
446,Prieska,ZA,2020-12-24 00:44:40,-29.66,22.75,70.18,38,0,10.78
447,Myanaung,MM,2020-12-24 00:44:40,18.28,95.32,63.46,80,0,7.34
448,Harnosand,SE,2020-12-24 00:44:02,62.63,17.94,36.0,92,0,4.7
449,Yen Bai,VN,2020-12-24 00:44:19,21.7,104.87,60.22,71,78,2.93
450,Pangnirtung,CA,2020-12-24 00:44:40,66.15,-65.71,-10.61,80,100,3.06
451,Jiayuguan,CN,2020-12-24 00:44:41,39.82,98.3,13.57,68,0,2.89
452,Alta Floresta,BR,2020-12-24 00:44:41,-9.88,-56.09,72.97,93,100,1.34
453,Riyadh,SA,2020-12-24 00:41:10,24.69,46.72,57.2,50,0,3.36
454,Diego De Almagro,CL,2020-12-24 00:44:41,-26.37,-70.05,59.99,53,0,2.46
455,Teguldet,RU,2020-12-24 00:44:41,57.31,88.17,-0.49,93,100,3.0
456,Basco,PH,2020-12-24 00:44:41,20.45,121.97,77.83,91,2,9.93
457,Consuegra,ES,2020-12-24 00:44:42,39.46,-3.61,51.01,91,41,4.27
458,Dois Vizinhos,BR,2020-12-24 00:41:38,-25.73,-53.06,69.53,87,0,2.75
459,Paka,MY,2020-12-24 00:44:42,4.64,103.44,77.0,88,40,4.7
460,Quelimane,MZ,2020-12-24 00:44:42,-17.88,36.89,82.4,83,0,5.82
461,Kulti,IN,2020-12-24 00:44:43,23.73,86.85,59.45,53,60,3.62
462,Sault Sainte Marie,CA,2020-12-24 00:41:23,46.52,-84.33,39.2,80,90,11.41
463,Bata,GQ,2020-12-24 00:40:51,1.86,9.77,78.1,86,98,5.95
464,Cidreira,BR,2020-12-24 00:44:43,-30.18,-50.21,72.79,77,0,16.87
465,Tiznit,MA,2020-12-24 00:44:43,29.58,-9.5,55.62,45,0,9.57
466,Tepla,CZ,2020-12-24 00:44:43,49.98,12.86,48.99,87,40,11.41
467,Port-Gentil,GA,2020-12-24 00:44:44,-0.72,8.78,79.75,82,100,6.26
468,Skjervoy,NO,2020-12-24 00:44:44,70.03,20.97,37.18,78,100,14.14
469,Bay Roberts,CA,2020-12-24 00:44:44,47.6,-53.26,36.0,80,90,11.41
470,Bereda,ES,2020-12-24 00:44:44,43.27,-7.54,37.99,100,44,1.01
471,Touros,BR,2020-12-24 00:44:44,-5.2,-35.46,78.8,74,20,12.75
472,Kushima,JP,2020-12-24 00:40:37,31.46,131.23,51.8,71,75,8.05
473,Hare Bay,CA,2020-12-24 00:44:45,48.85,-54.01,30.2,74,88,8.05
474,Uitenhage,ZA,2020-12-24 00:44:45,-33.76,25.4,66.2,88,40,20.8
475,Kenai,US,2020-12-24 00:44:45,60.55,-151.26,36.0,74,1,11.41
476,Manica,FR,2020-12-24 00:44:45,49.0,-1.17,46.4,93,90,10.29
477,Hasaki,JP,2020-12-24 00:44:46,35.73,140.83,41.0,57,40,3.36
478,Sinjai,ID,2020-12-24 00:44:46,-5.12,120.25,83.95,69,100,0.13
479,Taltal,CL,2020-12-24 00:40:20,-25.4,-70.48,61.57,76,28,1.45
480,Mumford,GH,2020-12-24 00:44:46,5.26,-0.76,79.2,88,0,8.37
481,Studena,CZ,2020-12-24 00:44:46,49.19,15.29,51.01,98,100,1.99
482,Dangriga,BZ,2020-12-24 00:44:46,16.97,-88.23,79.0,88,75,4.7
483,Gigmoto,PH,2020-12-24 00:44:47,13.78,124.39,82.72,73,9,5.57
484,Xai-Xai,MZ,2020-12-24 00:44:47,-25.05,33.64,77.76,94,100,4.38
485,Dingle,PH,2020-12-24 00:44:47,11.0,122.67,81.41,81,97,10.69
486,Camacha,PT,2020-12-24 00:44:47,33.08,-16.33,64.4,88,20,9.17
487,Kisangani,CD,2020-12-24 00:44:47,0.52,25.2,71.2,94,100,2.59
488,Young,UY,2020-12-24 00:44:48,-32.68,-57.63,71.01,40,0,10.22
489,Igarka,RU,2020-12-24 00:44:48,67.47,86.58,-39.01,80,14,5.61
490,Bonavista,CA,2020-12-24 00:44:48,48.65,-53.11,30.2,74,91,8.05
491,Betanzos,ES,2020-12-24 00:44:48,43.28,-8.21,51.01,100,40,5.82
492,Primo Tapia,MX,2020-12-24 00:44:48,32.22,-116.92,69.8,9,90,19.46
493,Maumere,ID,2020-12-24 00:44:49,-8.62,122.21,84.16,65,66,1.9
494,Kitimat,CA,2020-12-24 00:44:49,54.05,-128.65,33.01,96,100,5.19
495,Palana,RU,2020-12-24 00:44:49,59.12,159.97,-1.12,93,100,1.54
496,Susanville,US,2020-12-24 00:44:49,40.42,-120.65,33.8,50,1,5.82
497,Plettenberg Bay,ZA,2020-12-24 00:44:49,-34.05,23.37,64.74,88,100,8.43
498,Jutai,BR,2020-12-24 00:44:49,-5.18,-68.9,75.11,94,100,0.85
499,Puerto Ayacucho,VE,2020-12-24 00:44:50,5.66,-67.62,77.63,83,10,4.7
500,Nemuro,JP,2020-12-24 00:44:50,43.32,145.57,26.6,92,75,1.12
501,Moroni,KM,2020-12-24 00:44:50,-11.7,43.26,80.56,75,37,7.36
502,Adilcevaz,TR,2020-12-24 00:44:51,38.8,42.73,23.0,92,75,9.17
503,Stepnogorsk,KZ,2020-12-24 00:44:51,52.35,71.89,7.88,94,81,13.67
504,Zhangjiakou,CN,2020-12-24 00:44:51,40.81,114.88,10.76,75,0,5.55
505,Nuuk,GL,2020-12-24 00:43:47,64.18,-51.72,35.6,96,100,27.51
506,Del Rio,US,2020-12-24 00:44:51,29.36,-100.9,77.0,14,1,3.36
507,Alzamay,RU,2020-12-24 00:44:52,55.56,98.66,-1.59,92,100,3.11
508,Xacmaz,AZ,2020-12-24 00:44:52,41.46,48.81,39.45,90,100,12.62
509,Maltahohe,NA,2020-12-24 00:44:52,-24.83,16.98,69.82,30,0,16.73
510,Cervo,ES,2020-12-24 00:44:52,43.67,-7.41,50.0,69,0,9.19
511,Ahipara,NZ,2020-12-24 00:44:52,-35.17,173.17,69.53,64,25,15.86
512,Niono,ML,2020-12-24 00:44:52,14.25,-5.99,67.75,23,0,9.51
513,Royan,FR,2020-12-24 00:44:53,45.63,-1.03,51.8,71,75,14.99
514,Semporna,MY,2020-12-24 00:44:53,4.48,118.61,77.0,94,20,1.12
515,Comodoro Rivadavia,AR,2020-12-24 00:44:53,-45.87,-67.5,73.4,35,100,26.4
516,Joaima,BR,2020-12-24 00:44:54,-16.65,-41.03,71.58,87,100,2.44
517,Hambantota,LK,2020-12-24 00:44:54,6.12,81.12,73.4,100,75,3.36
518,Micheweni,TZ,2020-12-24 00:44:54,-4.97,39.83,80.96,79,92,7.99
519,Garowe,SO,2020-12-24 00:44:54,8.41,48.48,65.97,67,0,10.13
520,Flinders,AU,2020-12-24 00:44:54,-34.58,150.86,81.0,56,76,4.0
521,Tabriz,IR,2020-12-24 00:40:39,38.08,46.29,30.2,100,90,4.7
522,Murray Bridge,AU,2020-12-24 00:44:55,-35.12,139.27,64.99,75,54,9.15
523,Umea,SE,2020-12-24 00:44:55,63.83,20.26,32.0,94,90,8.05
524,Awbari,LY,2020-12-24 00:44:55,26.59,12.78,51.1,64,0,8.41
525,Nishihara,JP,2020-12-24 00:44:55,26.18,127.76,69.8,88,75,12.75
526,Udaipura,IN,2020-12-24 00:44:55,23.08,78.5,50.85,49,0,4.23
527,Sistranda,NO,2020-12-24 00:44:55,63.73,8.83,39.2,80,75,23.04
528,Smithers,CA,2020-12-24 00:41:47,54.78,-127.17,26.6,86,90,4.7
529,Sakaiminato,JP,2020-12-24 00:44:56,35.55,133.23,48.2,57,75,8.05
530,Haputale,LK,2020-12-24 00:44:56,6.77,80.96,73.4,100,75,3.36
531,Aberdeen,GB,2020-12-24 00:41:46,57.14,-2.1,35.6,77,0,10.29
532,Partenit,UA,2020-12-24 00:44:56,44.58,34.34,39.02,74,100,3.22
533,Kalabo,ZM,2020-12-24 00:44:56,-14.97,22.68,67.44,88,96,2.57
534,Hope,US,2020-12-24 00:44:57,33.67,-93.59,59.0,58,7,4.0
535,San Felipe,VE,2020-12-24 00:44:57,10.34,-68.74,72.5,90,100,5.97
536,Coruripe,BR,2020-12-24 00:44:57,-10.13,-36.18,77.11,83,90,11.86
537,Miri,MY,2020-12-24 00:44:57,4.41,114.01,80.6,88,20,6.93
538,Chervona Sloboda,UA,2020-12-24 00:44:57,49.38,32.15,33.98,93,95,11.7
539,Tamandare,BR,2020-12-24 00:44:57,-8.76,-35.1,77.47,79,100,7.81
540,Mahibadhoo,MV,2020-12-24 00:44:58,3.78,72.97,81.52,73,100,5.32
541,Vysokogornyy,RU,2020-12-24 00:44:58,50.12,139.15,5.47,93,100,1.32
542,Tuskegee,US,2020-12-24 00:44:58,32.42,-85.69,62.01,38,90,8.05
543,The Pas,CA,2020-12-24 00:44:58,53.83,-101.25,-20.2,75,1,1.07
544,Kudahuvadhoo,MV,2020-12-24 00:44:58,2.67,72.89,81.09,71,100,4.18
545,Vostok,RU,2020-12-24 00:44:58,46.49,135.88,13.8,97,100,3.15
546,Yazman,PK,2020-12-24 00:44:59,29.12,71.74,55.81,38,0,6.55
547,Egvekinot,RU,2020-12-24 00:44:59,66.32,-179.17,2.32,95,100,3.71
548,Sakakah,SA,2020-12-24 00:44:59,29.97,40.21,46.4,70,0,4.94
549,Saravan,AM,2020-12-24 00:44:59,39.72,45.65,30.2,100,90,4.7
550,Kaeo,NZ,2020-12-24 00:44:59,-35.1,173.78,75.99,63,46,15.99
551,Parrita,CR,2020-12-24 00:44:59,9.52,-84.32,73.4,77,40,19.46
552,Polovinnoye,RU,2020-12-24 00:45:00,54.79,65.99,13.95,97,97,8.75
553,Xining,CN,2020-12-24 00:45:00,36.62,101.77,12.67,72,40,2.8
554,Natal,BR,2020-12-24 00:45:00,-5.79,-35.21,80.6,74,20,13.87
555,Abalak,RU,2020-12-24 00:45:00,58.13,68.59,3.65,94,87,7.47
556,Sao Gabriel Da Cachoeira,BR,2020-12-24 00:45:00,-0.13,-67.09,75.0,94,100,1.07
557,Vao,NC,2020-12-24 00:45:00,-22.67,167.48,76.42,72,89,7.07
558,Vila Do Maio,CV,2020-12-24 00:45:01,15.13,-23.22,68.0,77,75,5.82
559,Arimalam,IN,2020-12-24 00:45:01,10.27,78.9,71.6,83,40,9.17
560,Mantua,IT,2020-12-24 00:45:01,45.17,10.78,48.0,98,100,2.59
561,Tevriz,RU,2020-12-24 00:45:01,57.51,72.4,16.02,97,100,6.17
562,Petrovsk,RU,2020-12-24 00:45:01,52.31,45.39,6.28,94,100,4.92
563,Seymchan,RU,2020-12-24 00:45:02,62.88,152.43,-28.34,81,100,1.03
564,Sesheke,ZM,2020-12-24 00:43:30,-17.48,24.3,69.19,89,95,2.15
565,Kuusamo,FI,2020-12-24 00:45:02,65.97,29.18,28.4,100,90,4.7
566,Varnamo,SE,2020-12-24 00:45:02,57.19,14.04,39.0,96,100,1.01
567,Ambovombe,MG,2020-12-24 00:45:03,-25.17,46.08,75.4,70,66,6.62
568,Nevel,RU,2020-12-24 00:45:03,56.02,29.93,33.53,93,100,5.82
